tweets,processed_text,sentiment,predicted_sentiment,prediction_probability,top_topics,dataset
"new @apple problem. at airport. boarding pass on phone. held up to scanner at security, and my #applepay credit card takes over screen.","new problem. at airpo. board pass on phone. held up to scanner at security, and my credit card take over screen.",-1.0,-1.0,0.8808838,"Topic 1, Topic 5",train
10 best steve jobs emails  #apple @apple,best steve job email,0.0,0.0,0.8132823,"Topic 3, Topic 2",train
icloud drive quirk: delete a folder with stuff...it reappears with same stuff.  #icloud @apple,icloud drive quirk delet a folder with stuff...it reappear with same stuff.,-1.0,-1.0,0.9098489,"Topic 5, Topic 3",train
@sammcmanusss @apple idk it just happend though,idk it just happend though,0.0,0.0,0.7835077,"Topic 4, Topic 5",train
"here we go again wit this 'waiting for items to copy' shit on itunes, y'all pissing me off @apple","here we go again wit thi wait for item to copi shit on itunes, yall piss me off",-1.0,-1.0,0.9686828,"Topic 2, Topic 4",train
rt @cruci0btch: why don't we have harry potter emojis please work on this @apple,whi dont we have harri potter emoji pleas work on thi,-1.0,-1.0,0.66927475,"Topic 5, Topic 6",train
twdancecenter #urbannutcracker @apple store in boylston st. @ 6.30pm. enjoy some #krumping . meet the director &amp; @russellferg,twdancecent store in boylston st. .pm. enjoy some . meet the director,0.0,0.0,0.8476658,"Topic 2, Topic 4",train
how to make #apple special again #aapl ,how to make special again,0.0,0.0,0.8237562,"Topic 4, Topic 1",train
rt @baimains: um where's the mango emoji @apple,um where the mango emoji,0.0,0.0,0.778201,"Topic 2, Topic 6",train
"how competition between wireless carriers benefits apple, inc.  #aapl","how competit between wireless carrier benefits, inc.",0.0,0.0,0.778201,"Topic 2, Topic 5",train
"@caderageous thx rt .@apple own 2600 digital languages (ip) = new #internet leader,10% of cost of #diy .@googlenexus ","thx. own digit languag ip new leader, of cost of .",0.0,0.0,0.7267912,"Topic 3, Topic 2",train
short menu 3.1 now live in the @apple #appstore. @floschliep,shomenu . now live in the .,0.0,0.0,0.778201,"Topic 2, Topic 3",train
"#iphone6 sales success gives @apple [#apple] best ever uk market position. (#thursday, 4 #december) ","sale success give best ever uk market position. ,",1.0,1.0,0.6267417,"Topic 2, Topic 1",train
how to use #ios8 continuity | know your mobile  #aapl,how to use continu know your mobil,0.0,0.0,0.86625266,"Topic 2, Topic 4",train
how @apple handles their #customerserviceexperience ,how handl their,0.0,0.0,0.778201,"Topic 5, Topic 6",train
@tom_fairclough9 @apple or last longer than an hour when you actually use it. like your supposed to?,or last longer than an hour when you actual use it. like your suppos to?,0.0,-1.0,0.503132,"Topic 3, Topic 1",train
just did my first transaction with @apple pay using my @chase card. very neat.,just did my first transact with pay use my card. veri neat.,1.0,1.0,0.49585506,"Topic 4, Topic 6",train
im so pissed i plugged my phone in overnight but it didnt charge fuck u @apple,im so piss i plug my phone in overnight but it didnt charg fuck u,-1.0,-1.0,0.9979747,"Topic 4, Topic 5",train
apple ceo tim cook comes out as gay @apple     via @posh360_net,ceo tim cook come out as gay via,0.0,0.0,0.95276034,"Topic 4, Topic 5",train
i hate my iphone @apple,i hate my iphon,-1.0,-1.0,0.87605906,"Topic 4, Topic 3",train
"rt @tomlindberg99 'congrats to @apple, mary sotos @worldresources for green power leadership awards @greenemarktplc ' ","congrat to , mari soto for green power leadership award",1.0,1.0,0.54304177,"Topic 1, Topic 5",train
worth reading: #design comparison of @google and @apple's map apps:  #ux,woh read comparison of and s map app,0.0,0.0,0.8593753,"Topic 2, Topic 4",train
"studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! ","studio at , ft. one outlet, computers. we need the batteri of the futur now!!!!",0.0,0.0,0.79342747,"Topic 5, Topic 3",train
#aapl:a lawsuit asks whether apple used itunes for price-fixing...,a lawsuit ask whetherus itun for pricefixing...,0.0,0.0,0.83616006,"Topic 6, Topic 2",train
@apple ios8 is still shit,io is still shit,-1.0,-1.0,0.89349794,"Topic 5, Topic 6",train
@zagkmerrick @apple thats not their twitter oh,that not their twitter oh,0.0,0.0,0.84307677,"Topic 2, Topic 5",train
or @phone or @apple i fucking hate yhis ohone omg im so embarrassed,or or i fuck hate yhi ohon omg im so embarrass,-1.0,-1.0,0.9992273,"Topic 1, Topic 3",train
@justinbieber @apple get on it,get on it,0.0,0.0,0.778201,"Topic 5, Topic 6",train
if you knew someone was driving would you send them a text? @apple why not provide that feedback in imessage? #prodmktg,if you knew someon wa drive would you send them a text? whi not provid that feedback in imessage?,0.0,0.0,0.4972188,"Topic 5, Topic 6",train
i'm pretty sure @apple purchased nokia's old ring tones from ms for ios 7. #lame #2002 #8bitsound,im pretti sure purchas nokia old ring tone from ms for io .,0.0,0.0,0.6381167,"Topic 4, Topic 6",train
"consider yourself warned, @apple, @thereval  wants bite out of you |    #diversity or... simply #racebaiting?? #tcot","consid yourself warned, , want bite out of you or... simpli ??",-1.0,0.0,0.778201,"Topic 3, Topic 6",train
bloombergtv:  #ipod trial: consumers had other mp3 options: gauna  via @bloombergtv #aapl,bloombergtv trial consum had other mp option gauna via,0.0,0.0,0.93819976,"Topic 2, Topic 5",train
#aapl:iphone 7 rumors: might be called iphone 6s; come in 3 styles...,iphon rumor might be call iphon s come in styles...,0.0,0.0,0.83829933,"Topic 2, Topic 4",train
thanks @apple store @robinatc for helping me out with my iphone today! great service with a smile. #apple,thank store for help me out with my iphon today! great servic with a smile.,1.0,1.0,0.9904232,"Topic 1, Topic 4",train
@mog_sharif @dougrtequan @android @apple @apples @microsoft #everybody now likes android.,now like android.,0.0,0.0,0.75220615,"Topic 1, Topic 6",train
#aapl:pm abe says apple to build big r&amp;d center in japan: media...,pm abe saysto build big rd center in japan media...,1.0,0.0,0.4845304,"Topic 3, Topic 4",train
#aapl:why can't apple meet demand for the iphone 6?...,whi cantmeet demand for the iphon ?...,-1.0,-1.0,0.671049,"Topic 2, Topic 6",train
@apple #iphone5s vs. apple #iphone5 epic battle! - @geekhelpinghand ,vs.epic battle!,0.0,0.0,0.8867945,"Topic 6, Topic 2",train
currently on hold with @apple in cupertino to try to set up a genius bar appointment in madrid #dontask,current on hold with in cupeino to tri to set up a geniu bar appoint in madrid,-1.0,-1.0,0.7912181,"Topic 5, Topic 6",train
"steve hayman, @apple national consulting engineer, presents on app development at #umich. ","steve hayman, nation consult engineer, present on app develop at .",0.0,0.0,0.87840354,"Topic 2, Topic 6",train
dash now accepts #applepay. @apple thanks @braintree for making this happen #mobilepayments #paywithdash ,dash now accept . thank for make thi happen,1.0,1.0,0.5317359,"Topic 3, Topic 4",train
thanks @apple for the #itunesfestival  ,thank for the,1.0,1.0,0.77923906,"Topic 5, Topic 4",train
"foxconn robots proving unsuitable for iphone assembly, updated versions in the works  #aapl","foxconn robot prove unsuit for iphon assembly, updat version in the work",-1.0,-1.0,0.5647453,"Topic 5, Topic 1",train
@electrafood @emmma_hemmings @twitter @apple they are so #done with you,they are so with you,-1.0,0.0,0.778201,"Topic 5, Topic 6",train
@vrich_ i want a gold metallic macbook to go with my iphone 6 plus @apple,i want a gold metal macbook to go with my iphon plu,0.0,0.0,0.84336376,"Topic 6, Topic 1",train
real tired of my charger breaking every month @apple,real tire of my charger break everi month,-1.0,-1.0,0.9703523,"Topic 1, Topic 3",train
@7evenstarz @apple since your statement about the phone is technically flawed. the comparison to the female condom is rather a mute point.,sinc your statement about the phone is technic flawed. the comparison to the femal condom is rather a mute point.,-1.0,-1.0,0.7528408,"Topic 6, Topic 3",train
rt @tra_hall: the jh hines staff with their newly issued @apple #connected macbook and ipad mini #txed  #txed,the jh hine staff with their newli issu macbook and ipad mini,0.0,0.0,0.91486776,"Topic 1, Topic 2",train
@onerepublic @apple hahha all apple users have the same problem /  low batteries..,hahha allus have the same problem low batteries..,-1.0,-1.0,0.5046634,"Topic 5, Topic 1",train
"#why #can't @apple [#apple] meet demand for the #iphone6?. (#friday, 5 #december) ","t meet demand for the ?. ,",-1.0,0.0,0.5315312,"Topic 6, Topic 2",train
i love @bnbuzz @nookstudy @nookbn and @apple made my life so much easier this morning !,i love and made my life so much easier thi morn !,1.0,1.0,0.84611166,"Topic 5, Topic 4",train
"forget #apple, here are better #tech stocks to buy | the motley fool #aapl ","forget , here are better stock to buy the motley fool",-1.0,-1.0,0.67768025,"Topic 2, Topic 3",train
"#android v. #iphone: @google has the #mobile lead, @apple still reigns in #commerce.   #tech #business","v. ha the lead, still reign in .",1.0,0.0,0.5583489,"Topic 4, Topic 2",train
"tim cook shows off apple watch to chinese internet official, discusses security issues $aapl #aapl ","tim cook show offwatch to chines internet official, discuss secur issu",0.0,0.0,0.95276034,"Topic 2, Topic 5",train
"@apple [#apple] #(aapl) plans to #launch #iphone6 mini version in #2015. (#monday, 8 #december) ","plan to mini version in . ,",0.0,0.0,0.951853,"Topic 4, Topic 2",train
my t-mobile/apple cellular hell!  @apple @tmobile #iphone6 #iphone6plus #apple #tmobile #tech ,my tmobilecellular hell!,-1.0,-1.0,0.76158565,"Topic 1, Topic 3",train
"congrats to @apple, mary sotos @worldresources  for green power leadership awards at rem14 @greenemarktplc  ","congrat to , mari soto for green power leadership award at rem",1.0,1.0,0.54304177,"Topic 1, Topic 5",train
@apple fuck u n this weak ass iphone,fuck u n thi weak ass iphon,-1.0,-1.0,0.9720967,"Topic 5, Topic 3",train
for some odd reason i can't re-add 1989 on my phone. @apple stop depriving me of my jams,for some odd reason i cant readd on my phone. stop depriv me of my jam,-1.0,-1.0,0.83874667,"Topic 6, Topic 4",train
@apple products are the best. pic.twitter.com/x5zy21xfi3,product are the best. pic.twitter.comxzyxfi,1.0,1.0,0.47054678,"Topic 3, Topic 2",train
"rt @sfbjnews: here are @sfbjeditor 5 things to know today, including who is hoarding the @apple #iphone6 ","here are thing to know today, includ who is hoard the",0.0,0.0,0.94187254,"Topic 4, Topic 2",train
@apple granted patent for tech that shifts iphone's center-mass during fall to prevent damage to screen  #uspto,grant patent for tech that shift iphon centermass dure fall to prevent damag to screen,0.0,0.0,0.9198508,"Topic 6, Topic 4",train
love @apple #iphone5 but i need to upgrade soon  ,love but i need to upgrad soon,1.0,1.0,0.7860608,"Topic 5, Topic 4",train
only had the iphone 2 years. still can't decipher how to use calendar @apple #isitme #who gets paid how much?,onli had the iphon years. still cant deciph how to use calendar get paid how much?,-1.0,-1.0,0.54092807,"Topic 5, Topic 1",train
freak @apple i knew y'all had siri undercover.,freak i knew yall had siri undercover.,-1.0,-1.0,0.9031824,"Topic 1, Topic 3",train
"#aapl:after-hours buzz: apple, bob evans farms &amp; more...","afterhour buzz, bob evan farm more...",0.0,0.0,0.778201,"Topic 5, Topic 6",train
"#iphone6, #6 plus availability and wait time update: @apple [#apple] store, verizon .... (#sunday, 7 #december) ",", plu avail and wait time updat store, verizon .... ,",0.0,0.0,0.92372245,"Topic 1, Topic 4",train
@apple. safari isn't that great. stop making me use it to watch your freaking keynote!!!,. safari isnt that great. stop make me use it to watch your freak keynote!!!,-1.0,-1.0,0.9225414,"Topic 1, Topic 6",train
rt @saigeist: the most offensive thing is the lack of a trashcan emoji stop the discrimination @apple,the most offens thing is the lack of a trashcan emoji stop the discrimin,-1.0,-1.0,0.75351703,"Topic 2, Topic 6",train
completely in love with my @apple #iphone6 right now. playing with my #newphone &amp; digging into some @pappajohns. day=complete #pizza,complet in love with my right now. play with my dig into some . daycomplet,1.0,1.0,0.92584646,"Topic 3, Topic 5",train
attention @apple! your free ipads would go faster if your emails didn't go straight to junk folders. #sortitout,attent ! your free ipad would go faster if your email didnt go straight to junk folders.,-1.0,-1.0,0.52893716,"Topic 5, Topic 6",train
hey @apple fuck you just let me change stores,hey fuck you just let me chang store,-1.0,-1.0,0.9570568,"Topic 4, Topic 5",train
"@apple [#apple] #sales soar after launch of #iphone6. (#wednesday, 3 #december) ","soar after launch of . ,",1.0,0.0,0.6995536,"Topic 6, Topic 2",train
i'm learning all about apple at @influenster! @apple ,im learn all aboutat !,0.0,0.0,0.8032607,"Topic 6, Topic 5",train
@hammerarcade this makes me feel so sad ;-; why do u have to be so rood @apple,thi make me feel so sad whi do u have to be so rood,-1.0,-1.0,0.52054435,"Topic 5, Topic 4",train
"apple inc. leads momentum stocks, tesla motors inc loses steam  #aapl","inc. lead momentum stocks, tesla motor inc lose steam",0.0,0.0,0.7189213,"Topic 4, Topic 2",train
facebook ceo mark zuckerberg criticizes apple $aapl #aapl ,facebook ceo mark zuckerberg critic,-1.0,-1.0,0.51196134,"Topic 2, Topic 6",train
rt @cruci0btch: why don't we have harry potter emojis please work on this @apple,whi dont we have harri potter emoji pleas work on thi,-1.0,-1.0,0.66927475,"Topic 5, Topic 6",train
@kellyhclay @nordstrom drops the @apple pos idea and replaces them with veriphone products,drop the po idea and replac them with veriphon product,0.0,0.0,0.7309581,"Topic 3, Topic 4",train
