labels,tweets
0.0,"@mzhoov @bionicbombshell be warned @apple: if consuela gets a quincenera emoji, tasha better get a juke session emoji!"
0.0,@mzhoov @bionicbombshell damnit @apple i. want. footwork!
-1.0,these damn @apple commercials are getting worse and worse
-1.0,"no, @apple, don't 'remind me tomorrow'. just f'ing tell me what the updates you want to install actually are."
0.0,@lydiaslyfe @bionicbombshell @apple apple better get to working
0.0,#aapl:in their own words: baidu's robin li on xiaomi founder lei jun's 'guts...
0.0,"last plaintiff in itunes antitrust lawsuit disqualified, but the show must ... -  #aapl #apple #mariannarosen"
1.0,rt @swiftkey: we're so excited to be named to @apple's 'app store best of 2014' list this year!  #apple
-1.0,congrats @apple on making an iphone recording drm protected so we can't play it anywhere we want #fail
0.0,does anyone know if theres a #smartwatch  with a old fashioned clock face?  grandma needs a watch. @samsung  @apple @mota
-1.0,danger* but ok @apple wanna fuck with me
0.0,rt @wildjazie: does anyone know if theres a #smartwatch  with a old fashioned clock face?  grandma needs a watch. @samsung  @apple @mota
-1.0,my iphone6 plus is impossible to hold without a cover it slides out if my hand #apple #iphone @apple
1.0,just used apple pay for the first time thanks @apple
-1.0,@apple #ios8 the lack of true keyboard integration is killing me! half-assed implementations aren't solutions!
-1.0,"rt @jus_trippy: i need new emojis , preferably some brown people an shxt like that @apple"
0.0,um where's the mango emoji @apple
0.0,rt @baimains: um where's the mango emoji @apple
1.0,rt @swiftkey: we're so excited to be named to @apple's 'app store best of 2014' list this year!  #apple
1.0,rt @swiftkey: we're so excited to be named to @apple's 'app store best of 2014' list this year!  #apple
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,@apple is already building its next massive business and no one seems to have noticed 
0.0,"what every young #designer should know, from legendary @apple designer susan kare  "
0.0,@apple should really invest in terabyte storage
-1.0,best apps 2014 it seems. what's wrong with @apple? 
0.0,"there is no @apple presales in india. their toll free keeps ringing. o yes, either you need it or you don't need! why ask anything?"
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,@apple announces its top apps of 2014. did your favourite app make the list? (via @mashable) #appstore2014 
0.0,@coachella to have @apple #ibeacon technology
1.0,@windows how can #microsoft compete with @apple if  they are so slow in giving most demanded data toggler shortcut #bigdreamsbutsmallact
0.0,"breaking $aapl 'buy' reiterated,  target set to $143 by cantor $aapl brief explanation here:   #aapl"
-1.0,"here we go again wit this 'waiting for items to copy' shit on itunes, y'all pissing me off @apple"
0.0,.@apple says security measures have cut phone theft by nearly 40 percent (in some places) 
0.0,top #ios apps of 2014. @apple names elevate brain training as #1 iphone app. 
0.0,a orwellian vision of the world once @apple pay takes over by @chris_skinner 
0.0,rt @amdocs: top #ios apps of 2014. @apple names elevate brain training as #1 iphone app. 
-1.0,how is my battery already 83% within 15 minutes of usage. fix up @apple
0.0,it'd be real cute if i could sync music to my phone @apple @god :-)
0.0,#aapl:'fast money' recap: will oil companies start cutting their dividends?...
1.0,#aapl:pm abe says apple to build big r&amp;d center in japan: media...
-1.0,@ohaiigloria @hahahamark @apple explain yourselves
0.0,pm abe says apple to build big r&amp;d center in japan: media $aapl #aapl 
1.0,#apple earns more #profit in on quarter than #amazon has earned in its lifetime. @amazon @apple @wowfactz @dessytech 
1.0,#apple earns more #profit in on quarter than #amazon has earned in its lifetime. amazon @apple wow facts... 
0.0,@apple ischool?  #education @applenws
0.0,@venturebeat @obrien .@apple first to own 2600 digital lang. ip is new leader of the internet /games .@samsung #games 
-1.0,@apple#ipad #irig  for the price to connect my guitar i could buy a real amp loud enough to perform! #ripoff
1.0,#apple earns more #profit in on quarter than #amazon has earned in its lifetime. @amazon @apple @wowfactz @dessytech 
1.0,#apple earns more #profit in on quarter than #amazon has earned in its lifetime. @amazon @apple @wowfactz @dessytech 
0.0,mfn is not just about international trade. it's the key issue in @apple's #ebook appellate case says @rparloff. 
0.0,apple plans to launch iphone 6 mini version in 2015 $aapl #aapl 
0.0,#cnbc   how does that fat finger on #aapl look now!  #@bobpisani only a few days later
-1.0,yes i love when none of my stuff works thank you @apple
-1.0,real quick shout out to @apple for your technology never working
0.0,apple returns cash to shareholders because it's out of ideas on how to invest it $aapl #aapl 
0.0,"apple to build major new r&amp;d facility in japan, prime minister reveals $aapl #aapl "
0.0,i need to take that ride/drive to the fl mall today so i can schedule an appt. at @apple for my mac daddy
0.0,how apple will boost profits during the holiday quarter and beyond $aapl #aapl 
1.0,"rt @jpdesloges: apple to build major new r&amp;d facility in japan, prime minister reveals $aapl #aapl "
0.0,"rt @jpdesloges: apple to build major new r&amp;d facility in japan, prime minister reveals $aapl #aapl "
0.0,rt @jpdesloges: how apple will boost profits during the holiday quarter and beyond $aapl #aapl 
0.0,rt @jpdesloges: how apple will boost profits during the holiday quarter and beyond $aapl #aapl 
0.0,"apple's first patent reassignment from primesense buy hints at 3d mapping on apple tv, iphone $aapl #aapl "
0.0,the new @apple ipad air 2: change. 
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
-1.0,attention @apple! your free ipads would go faster if your emails didn't go straight to junk folders. #sortitout
0.0,apple antitrust hearing will continue despite every plaintiff being disqualified $aapl #aapl 
-1.0,"dear @apple - sometimes when i write 'gave' it means i want the word 'gave', not the word 'have. it's not a typo."
0.0,"here are @sfbjeditor 5 things to know today, including who is hoarding the @apple #iphone6 "
0.0,apple stores recruiting fashion/luxury experts ahead of apple watch debut $aapl #aapl 
0.0,apple inc. hires more fashion pros before 'iwatch' launch  #aapl
0.0,see which 11 guru fund managers hold apple $aapl #aapl 
0.0,"considering the ads in my fb feed + #facebook privacy changes i think @apple 's tim cook was spot on, how about you? "
-1.0,hey @apple the keyboard on my phone is all sorts of drunk this morning send help pls thx
0.0,apple intraday comments - pre-opening - premium users  #aapl #stockaction #trading #stocks #mkt 
0.0,"translate your app! success story from taus member @smartling - go global with @apple, @tesla, @gopro "
0.0,"translate your app! success story from taus member @smartling - go global with @apple, @tesla, @gopro "
0.0,sales of the iphone 6 plus have settled a long-running argument about apple and smartphones $aapl #aapl 
1.0,just did my first transaction with @apple pay using my @chase card. very neat.
0.0,apple's siri now partnered with yahoo? -- watch out google #aapl #yhoo #goog 
0.0,#aapl traders? chart looks weaker than i'd like. already below 20 sma. momentum drop. could sell off drag price to its 50 sma? #stockmarket
0.0,why @apple won't be a trillion dollar company according to billionaire #vc @jimbreyer   @businessinsider @applenws
0.0,certified by @zebra.  partnered with @apple business.  collaborated with @sap.  now... 
1.0,the boom 2 equaliser app for imac is sooooo sick!!! blow the roof off! also thank you @apple for my free hard drive replacemrnt! #cosumerlaw
1.0,"my actual stock market positions are starting to show some profits: long #tvix, #crudeoil, short #aapl at 116 $ and #nasdaq"
1.0,finally! brooklyn is getting its own #apple store #aapl  
0.0,"brooklyn finally getting an #apple store, expected to open in april 2015 -  #aapl #discussbrooklyn"
1.0,@apple to open new research site in japan - wsj #aapl 
0.0,it looks like i have a software update saved in my storage on my iphone. can i delete this or do i need it? @apple #applesupport
0.0,why @apple don't got layaway lol i need an imac man
0.0,apple - fibonacci technicals levels - intraday - pre-opening $aapl #aapl  
0.0,@teamcavuto @calicard1 @apple it's not handled well but folks like myself do not think eric garner's death should simply go away.
-1.0,it's official: #williamsburg is no longer hip anymore.  @apple
0.0,@apple reveals its best of 2014 app list- elevate and threes! top the list  via @techland
0.0,"rt @sfbjnews: here are @sfbjeditor 5 things to know today, including who is hoarding the @apple #iphone6 "
0.0,"the best #iphone apps of the year, according to @apple  "
0.0,"apple planning new retail store in williamsburg, brooklyn [mac blog]  #aapl"
0.0,block trade detected in #aapl
0.0,short menu 3.1 now live in the @apple #appstore. @floschliep
0.0,apple intraday comments - updated range - premium users  #aapl #stockaction #trading #stocks #mkt 
1.0,"@apple seems to be nailing it with @applepay, building on their success &amp; brand  #appleid #nomorepaywords"
1.0,"@apple seems to be nailing it with @applepay, building on their success &amp; brand  #appleid #nomorepaywords"
0.0,report: apple's hiring fashionistas to help flog its watch  $aapl #aapl 
1.0,design-driven companies like @apple and @coca-cola have outperformed the s&amp;p 500 by 228% over the past 10 years. 
0.0,apple intraday comments - updated range'  - premium users  #aapl #stockaction #trading #stocks #mkt 
0.0,"$aapl as expected, some users still like small screens, iphone 6 mini reportedly on its way #aapl "
0.0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
0.0,rt @jpdesloges: apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
0.0,#aapl:10 best and coolest tech gadgets for the 2014 holiday season...
0.0,rt @jpdesloges: apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
0.0,.@samsungtweets claims tht its open access devpt platform goes beyond either @apple healthkit or @googlefit 
0.0,the #applewatch and its $11 billion impact on earnings in one year #aapl 
-1.0,that moment when you're typing a tweet and the official @twitter client on your @apple #ipad 1 crashes. &gt;:(
-1.0,apple inc. is doomed. $aapl dropped by 1.11%! currently priced at 111.155.  #aapl
1.0,#aapl:finally! brooklyn is getting its own apple store...
0.0,"@apple building massive new #r&amp;d center in japan, says its prime minister "
0.0,"china reminds apple on need to support privacy, security in its products $aapl #aapl "
0.0,"apple opening advanced r&amp;d center in yokohama, japan  #aapl"
0.0,major news outlets seek permission to share steve jobs' ipod lawsuit deposition video  #aapl
-1.0,"@apple one of my iphone 5 speakers just stopped working, that's not cool..send me the iphone 6 and i will forgive you"
0.0,.@apple store is coming to brooklyn 
0.0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
0.0,rt @jpdesloges: apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
-1.0,4-inch #iphone6: five reasons #apple won't make it - forbes #aapl 
0.0,rt @jpdesloges: apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
0.0,"apple adds new apple tv channels for ufc, the scene, fusion, and dailymotion  #aapl"
-1.0,rt @bchmura12: .@apple you suck
0.0,"youtube apple tv app updated with streamlined interface, video advertisements  #aapl"
0.0,report: #apple wants fashion and luxury experts to help sell the #applewatch #aapl  
0.0,@apple ibooks picks operation paperclip as one of the top ten nonfiction books of the year.  #bestbook2014 #ibooks2014
-1.0,apple 'hoarding' iphone 6 supply for its own stores $aapl #aapl 
